"filename", "language", "Markdown", "YAML", "JSON", "MS SQL", "Python", "JavaScript", "HTML", "TypeScript", "PowerShell", "JSON with Comments", "TypeScript JSX", "PostCSS", "comment", "blank", "total"
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\chain-editor\sections\MainChainSettingsSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 216, 0, 0, 7, 223
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\chain-editor\sections\TaskDescriptionSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 5, 35
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\focus-mode\FocusModeContainer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 0, 0, 16, 130
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\focus-mode\FocusModeControls.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 0, 0, 7, 135
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\focus-mode\FocusModeView.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 238, 0, 0, 24, 262
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\focus-mode\InterruptConfirmDialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 8, 53
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\focus-mode\hooks\useAutoResume.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 117, 0, 0, 0, 0, 6, 26, 149
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\focus-mode\hooks\useExceptionRuleFlow.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 193, 0, 0, 0, 0, 0, 38, 231
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\focus-mode\hooks\useFocusTimers.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 25, 150
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\focus-mode\hooks\useFullscreen.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 12, 69
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\domain\auth.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 5, 27
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\domain\betting.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 7, 79
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\domain\checkin.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 4, 36
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\domain\errors.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 4, 26
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\domain\result.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 4, 11
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\domain\userSettings.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 3, 12
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\hooks\domains\useBettingDomain.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 12, 73
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\hooks\domains\useChainsDomain.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 170, 0, 0, 0, 0, 0, 27, 197
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\hooks\domains\useCheckinDomain.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 15, 127
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\hooks\domains\useGroupDomain.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 142, 0, 0, 0, 0, 2, 21, 165
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\hooks\domains\useImportExportDomain.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 13, 25, 160
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\hooks\domains\useRecycleBinDomain.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 117, 0, 0, 0, 0, 0, 15, 132
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\hooks\domains\useRsipDomain.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 7, 28
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\hooks\domains\useRulesDomain.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 11, 86
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\hooks\domains\useSafeSaveChains.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 10, 57
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\hooks\domains\useSessionsDomain.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 445, 0, 0, 0, 0, 0, 81, 526
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\hooks\useContainerWidth.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 12, 15, 81
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\hooks\useDarkMode.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 10, 18, 93
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\hooks\useLayoutOverflowDetection.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 9, 19, 105
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\hooks\useMobileOptimization.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 174, 0, 0, 0, 0, 34, 36, 244
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\hooks\useOptimisticUpdates.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 10, 11, 89
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\i18n\I18nProvider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 1, 21, 108
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\i18n\index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 4
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\i18n\translations.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 4, 23
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\index.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 1, 14, 66
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\infra\storage\supabase\SupabaseStorage.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 233, 0, 0, 0, 0, 13, 27, 273
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\infra\storage\supabase\auth.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 13, 81
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\infra\storage\supabase\betting.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 153, 0, 0, 0, 0, 2, 26, 181
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\infra\storage\supabase\chains.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 292, 0, 0, 0, 0, 0, 54, 346
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\infra\storage\supabase\checkin.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 6, 36
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\infra\storage\supabase\history.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 1, 16, 99
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\infra\storage\supabase\index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 4, 8
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\infra\storage\supabase\mappers.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 9, 94
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\infra\storage\supabase\retry.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 17, 114
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\infra\storage\supabase\rsip.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 19, 103
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\infra\storage\supabase\sessions.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 2, 21, 121
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\infra\storage\supabase\taskTimeStats.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 1, 11, 64
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\infra\storage\supabase\types.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 7, 24
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\infra\storage\supabase\userSettings.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 13, 78
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\lib\database.types.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 365, 0, 0, 0, 0, 0, 1, 366
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\lib\supabase.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 13, 18, 139
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\main.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 2, 19
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\services\BettingService.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 4, 7, 31
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\services\CheckinService.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 4, 9, 43
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\services\DataIntegrityChecker.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 406, 0, 0, 0, 0, 66, 66, 538
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\services\EnhancedDuplicationHandler.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 387, 0, 0, 0, 0, 57, 62, 506
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\services\EnhancedRuleValidationService.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 318, 0, 0, 0, 0, 58, 51, 427
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\services\ErrorClassificationService.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 428, 0, 0, 0, 0, 67, 60, 555
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\services\ErrorRecoveryManager.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 508, 0, 0, 0, 0, 56, 63, 627
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\services\ExceptionRuleManager.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 650, 0, 0, 0, 0, 111, 84, 845
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\services\ExceptionRuleMigration.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 462, 0, 0, 0, 0, 55, 59, 576
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\services\ExceptionRuleStorage.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 376, 0, 0, 0, 0, 83, 62, 521
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\services\IntelligentRuleSuggestion.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 409, 0, 0, 0, 0, 96, 81, 586
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\services\RealTimeSyncService.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 196, 0, 0, 0, 0, 66, 56, 318
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\services\RecycleBinService.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 131, 0, 0, 0, 0, 27, 21, 179
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\services\RuleClassificationService.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 352, 0, 0, 0, 0, 81, 73, 506
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\services\RuleDuplicationDetector.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 157, 0, 0, 0, 0, 48, 41, 246
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\services\RuleScopeManager.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 0, 37, 21, 181
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\services\RuleStateManager.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 338, 0, 0, 0, 0, 88, 68, 494
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\services\RuleUsageTracker.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 397, 0, 0, 0, 0, 50, 54, 501
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\services\SessionService.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 4, 6, 30
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\services\SystemHealthService.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 310, 0, 0, 0, 0, 48, 63, 421
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\services\UserFeedbackHandler.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 434, 0, 0, 0, 0, 92, 73, 599
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\services\UserSettingsService.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 4, 7, 28
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\services\__tests__\ChainDeletionHandler.integration.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 255, 0, 0, 0, 0, 18, 50, 323
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\services\__tests__\CheckinService.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 152, 0, 0, 0, 0, 11, 39, 202
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\services\__tests__\ExceptionRuleManager.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 271, 0, 0, 0, 0, 5, 79, 355
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\services\__tests__\ExceptionRuleMigration.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 336, 0, 0, 0, 0, 17, 59, 412
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\services\__tests__\ExceptionRuleStorage.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 281, 0, 0, 0, 0, 6, 55, 342
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\services\__tests__\ImportExport.integration.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 467, 0, 0, 0, 0, 53, 83, 603
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\services\__tests__\RecycleBinService.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 160, 0, 0, 0, 0, 1, 48, 209
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\services\__tests__\RuleClassificationService.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 310, 0, 0, 0, 0, 8, 61, 379
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\services\__tests__\RuleDuplicationDetector.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 234, 0, 0, 0, 0, 7, 52, 293
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\services\__tests__\RuleScopeManager.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 210, 0, 0, 0, 0, 4, 55, 269
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\services\__tests__\RuleUsageTracker.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 332, 0, 0, 0, 0, 10, 79, 421
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\storage\MomentumStorage.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 11, 13, 92
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\storage\StorageContext.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 15, 91
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\storage\localStorageAdapter.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 11, 13, 85
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\styles\layout-fixes.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 242, 29, 48, 319
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\styles\mobile-optimizations.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 182, 38, 41, 261
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\styles\mobile-touch-optimization.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 379, 44, 76, 499
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\styles\mobile-visual-fix.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 205, 61, 36, 302
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\styles\responsive-layout.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 32, 55, 342
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\styles\slider-responsive.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 239, 22, 51, 312
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\test\mocks\supabaseMocks.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 147, 0, 0, 0, 0, 9, 34, 190
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\test\setup.db.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 0, 11, 12, 118
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\test\setup.integration.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 9, 11, 81
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\test\setup.performance.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 10, 16, 130
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\test\setup.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 8, 9, 74
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\test\utils\testDatabase.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 211, 0, 0, 0, 0, 7, 25, 243
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\types\index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 384, 0, 0, 0, 0, 22, 52, 458
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\utils\AsyncOperationManager.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 315, 0, 0, 0, 0, 70, 59, 444
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\utils\LayoutStabilityMonitor.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 398, 0, 0, 0, 0, 45, 88, 531
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\utils\SearchErrorRecovery.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 190, 0, 0, 0, 0, 63, 43, 296
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\utils\__tests__\AsyncOperationManager.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 246, 0, 0, 0, 0, 4, 67, 317
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\utils\__tests__\LayoutStabilityMonitor.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 198, 0, 0, 0, 0, 15, 57, 270
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\utils\__tests__\chainTree.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 543, 0, 0, 0, 0, 16, 69, 628
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\utils\__tests__\exceptionRuleCache.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 273, 0, 0, 0, 0, 1, 66, 340
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\utils\__tests__\forwardTimer.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 212, 0, 0, 0, 0, 27, 74, 313
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\utils\__tests__\queryOptimizer.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 331, 0, 0, 0, 0, 57, 98, 486
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\utils\__tests__\ruleSearchOptimizer.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 189, 0, 0, 0, 0, 6, 30, 225
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\utils\__tests__\schemaChecker.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 503, 0, 0, 0, 0, 37, 79, 619
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\utils\__tests__\schemaCompatibility.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 318, 0, 0, 0, 0, 15, 37, 370
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\utils\__tests__\storage.taskTimeStats.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 286, 0, 0, 0, 0, 12, 46, 344
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\utils\__tests__\supabaseStorage.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 304, 0, 0, 0, 0, 8, 34, 346
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\utils\__tests__\time.formatting.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 140, 0, 0, 0, 0, 3, 28, 171
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\utils\animations.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 1, 6, 57
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\utils\chainTree.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 315, 0, 0, 0, 0, 73, 63, 451
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\utils\compatibilityCheck.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 163, 0, 0, 0, 0, 45, 38, 246
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\utils\consoleMigrationHelper.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 19, 8, 59
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\utils\dataMigration.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 280, 0, 0, 0, 0, 51, 57, 388
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\utils\debugRuleCreation.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 7, 11, 41
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\utils\deploymentValidator.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 378, 0, 0, 0, 0, 59, 71, 508
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\utils\env.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 2, 3, 10
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\utils\errorMessage.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 4, 5, 19
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\utils\exceptionRuleCache.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 357, 0, 0, 0, 0, 150, 89, 596
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\utils\featureValidation.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 232, 0, 0, 0, 0, 40, 53, 325
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\utils\forwardTimer.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 215, 0, 0, 0, 0, 85, 53, 353
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\utils\iconMap.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 6, 32
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\utils\initializeRuleSystem.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 8, 14, 68
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\utils\logger.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 198, 0, 0, 0, 0, 17, 34, 249
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\utils\migration.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 6, 26
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\utils\migrationHelper.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 277, 0, 0, 0, 0, 17, 33, 327
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\utils\notifications.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 192, 0, 0, 0, 0, 51, 40, 283
